id,title,source,url,summary,slug,entry_type,author,content,author_name,author_image,content_vector,categories,tags,address,location,week_day,published_at,created_at,updated_at
N161,Cannabis Industry Boom: What You Need to Know,NACB,https://example.com/cannabis-industry-boom-what-you-need-to-know,Degree close card last community.,cannabis-industry-boom-what-you-need-to-know,Manual,,Policy themselves thing Mr worry majority. Argue under increase method significant reality. Avoid kid brother community hand including act.,Elizabeth Steele,https://placekitten.com/282/577,"[0.22336078597687126, 0.49076815044434186, 0.2988746067505169, 0.49970692386249027, 0.14656725064288345, 0.6688561410957035, 0.4647225216530465, 0.33204956485996673, 0.1428185716129743, 0.5092334210009886, 0.2033421200321487, 0.3167862168621398, 0.040886742216216465, 0.8195795220656931, 0.18108663599887864, 0.18587023110204937, 0.8885836149245941, 0.9581432820919745, 0.16160603278580243, 0.5562461774650236, 0.9818680754901216, 0.3330445693320727, 0.7779692930567329, 0.742524931513663, 0.38740405232270647, 0.2925030184158145, 0.7160881106783777, 0.48905175648627575, 0.9658989413828988, 0.46984529785772167, 0.2604235030762374, 0.04785442394271566, 0.8976521826415661, 0.7629821305799968, 0.33705155057819525, 0.17007490685221438, 0.6425421595227963, 0.19043142001344926, 0.5792470673640793, 0.38640872822929095, 0.4536611976605853, 0.3248943331687725, 0.2471435412708871, 0.25831269153534686, 0.14510130384417486, 0.4747185034899757, 0.6183231796063415, 0.7365587873370092, 0.42014966535857456, 0.970289831501728, 0.7956886824364934, 0.6921628819302511, 0.5274327113366117, 0.6310691168489979, 0.8962357686198424, 0.9958052944609727, 0.7276764190845297, 0.34082703824548755, 0.03607284547782097, 0.2872283888635153, 0.8540952273082298, 0.5462803398275895, 0.584751526033353, 0.9836992812061264, 0.30481062592693087, 0.2599510487218264, 0.40589459685503027, 0.8545935346627471, 0.5404515466067272, 0.5027348134466041, 0.7950016107510167, 0.42655063245146696, 0.9903516772175682, 0.008796945823852598, 0.6089927265766051, 0.45115346490361086, 0.8176114055779921, 0.6587686518776552, 0.0054010256728368455, 0.10697088517746556, 0.37087778382447434, 0.6187732035630203, 0.3329038633754363, 0.823336393909698, 0.43999409425928315, 0.15635868462087865, 0.9132784177399079, 0.5482482071406861, 0.006982709475813698, 0.19774558471629056, 0.15412149927717023, 0.5481639837960216, 0.32886731520737955, 0.9413932401090905, 0.3732920817071297, 0.17165554540634798, 0.7620721571983788, 0.5790974456594519, 0.4366646732924202, 0.38946438291632723]",Products,"['Technology', 'Cultivation']","-15.00000000, -140.00000000",French Polynesia,Saturday,2024-03-06,2023-07-20 19:34:17.096372,2022-07-24 14:52:30.383665
N162,How Cannabis Technology is Shaping the Future,NACB,https://example.com/how-cannabis-technology-is-shaping-the-future,Appear try standard station front TV thousand.,how-cannabis-technology-is-shaping-the-future,Auto,,Along road front leader. State six just bed try throughout reduce. Administration despite arrive.,Katherine Rubio,https://picsum.photos/340/840,"[0.9806627549945508, 0.47320894608788744, 0.8447761080469739, 0.2533289916351157, 0.2751186332308849, 0.43109204166105153, 0.027227445969777553, 0.5600000195831145, 0.8704599822524458, 0.33327098135449795, 0.2653644860445509, 0.8328179405750779, 0.8355441452991074, 0.2199125972111461, 0.6694126518212051, 0.4046428600540267, 0.7621475931356549, 0.4943692028664056, 0.4340078246454341, 0.5837492647117989, 0.7845788315704023, 0.3281407624879825, 0.671276069800886, 0.8176584874944335, 0.19137309017406223, 0.9616266548480492, 0.4059968901402897, 0.39325108139783993, 0.6351361619873276, 0.9426573864228454, 0.5520871015563354, 0.5690681772340188, 0.8851958461438174, 0.059375212086908435, 0.8182232226284953, 0.44983604437294267, 0.9691255969224795, 0.6966656025210377, 0.08192109866825459, 0.3366889499005029, 0.24962592144889284, 0.15338503284061666, 0.43201849888266375, 0.23724976152756372, 0.43666047148437204, 0.12255476711732205, 0.5337020275434542, 0.9153235146512669, 0.20432942500124052, 0.3071447027409653, 0.2625884711604002, 0.8295805660892746, 0.2806325964494544, 0.9639092193839572, 0.36891969653372103, 0.9631524589312433, 0.002022962767210701, 0.16344630406601668, 0.63927547477805, 0.2907895196500623, 0.6169396121368949, 0.7683945040023449, 0.310379498622803, 0.29471333304525327, 0.9684796280533315, 0.8832616093561106, 0.8992301424248466, 0.3452129125362361, 0.2422722919328113, 0.5293762161052339, 0.9672514835400883, 0.40172313641161395, 0.46216175218787947, 0.04521842343438631, 0.12571594386541118, 0.4090826608392363, 0.9703982223901718, 0.9174941505966917, 0.7744027769271826, 0.25800788168397704, 0.3752806544559433, 0.5094509327563251, 0.9504728492187137, 0.35617849254814715, 0.09539152709038201, 0.016051145191233518, 0.22783044438016842, 0.03585796473532776, 0.41926255864537776, 0.9668065064382225, 0.22150954591266914, 0.8804161772160131, 0.7986701296621475, 0.2459145915406401, 0.1778099125523852, 0.27156777166745094, 0.08584528189464025, 0.372793103535193, 0.7893767715926987, 0.15352285116024034]",Regulations,"['Retail', 'Innovation', 'Health', 'Cannabis']","-13.74015250, 32.98883190","Malawi, Mchinji District",Sunday,2024-01-25,2022-02-04 20:27:24.046238,2022-02-15 22:31:49.081774
N163,Innovations in Cannabis Extraction Methods,NACB,https://example.com/innovations-in-cannabis-extraction-methods,Him range sound.,innovations-in-cannabis-extraction-methods,Auto,,President turn type power mention simply such.,Darren Perry,https://picsum.photos/182/569,"[0.9434647115820092, 0.21729524306230952, 0.451240250468808, 0.07548513610889795, 0.786346330451498, 0.8777014823063124, 0.5238153277245965, 0.45685073730552506, 0.7251790727775601, 0.4287769297988394, 0.8145220919001407, 0.8545301499670512, 0.83218218941973, 0.42762734097680855, 0.6185966135062345, 0.6022976089621603, 0.40975707630845193, 0.10887016225885726, 0.7128439850765066, 0.5856035699049048, 0.05947000758694132, 0.7662250001404789, 0.03724831234714909, 0.20283669896290335, 0.45063903806208294, 0.4323014245229294, 0.9436906762936802, 0.42743718948933407, 0.2740416835119869, 0.5828102507474804, 0.2917976797154067, 0.46962339018274446, 0.2990752567821232, 0.4845705713584897, 0.8076179017100305, 0.5337317831655595, 0.1547411990198757, 0.44580182115217915, 0.6093171205556173, 0.5087834364573858, 0.8401199035558334, 0.7357089015838062, 0.9155212566777713, 0.5851250221828213, 0.9212769095447731, 0.957945436302728, 0.19654085622437545, 0.21815004595949938, 0.653237379080903, 0.829105607835196, 0.14053869727181179, 0.14560811994920486, 0.3399609124915759, 0.406093536320727, 0.8348416591178686, 0.8542987394199666, 0.5259972522464563, 0.682507697217553, 0.8255139480097835, 0.3216715074618858, 0.04984229298269793, 0.6915560745736902, 0.7373365440163689, 0.5413547192847401, 0.9764063245074543, 0.7089208870027154, 0.221973988900111, 0.2225285399894127, 0.15715454414307772, 0.6519799131233397, 0.3794347337521665, 0.31112948056263445, 0.3917382012015759, 0.08139908628343773, 0.13741687773509026, 0.1763793674002856, 0.5996846862672107, 0.5234479120661636, 0.14829212425332172, 0.5164218228059921, 0.5645719689614168, 0.08808933491936466, 0.19448270044706428, 0.9518715529846642, 0.8725441279662001, 0.744372165317408, 0.40440288104091193, 0.3960872974275996, 0.09407797789163275, 0.10321437153653512, 0.7392833868501945, 0.9825267492383075, 0.34663917902427843, 0.4049395520407849, 0.7330814443472218, 0.987833420677783, 0.7806238140511362, 0.5484852790924113, 0.9351744729800642, 0.13260178158122715]",Market Analysis,['Retail'],"26.20782600, 43.48373800","Saudi Arabia, Al-Qassim",Saturday,2024-01-13,2021-08-12 17:52:05.302192,2020-06-03 12:18:45.928920
N164,Cannabis Industry Boom: What You Need to Know,NACB,https://example.com/cannabis-industry-boom-what-you-need-to-know,Range which society company defense recent.,cannabis-industry-boom-what-you-need-to-know,Manual,,Still career moment food. Bad stage take economy race body reduce.,Tony Erickson DDS,https://picsum.photos/246/667,"[0.5077675414398306, 0.8076085321277504, 0.7875838334598468, 0.43192404899399217, 0.5868135396873777, 0.42971722338367446, 0.013968056624250602, 0.6212680088022694, 0.13849801367369508, 0.4842667339808291, 0.07220365868551348, 0.7179804504833124, 0.514070707883809, 0.7643816583075452, 0.9491696803619608, 0.4099972161084605, 0.923450018075514, 0.8413396206012722, 0.526941776252836, 0.97211448231023, 0.7062984539453856, 0.68748213645533, 0.2618708254139679, 0.19392005135738, 0.9698078849171048, 0.5701327467370205, 0.356410626233693, 0.8410759583570514, 0.40677054592651574, 0.9546120985776533, 0.8975798290728764, 0.2324687218931939, 0.1571983432543781, 0.9938254736522859, 0.4569706505827258, 0.060901054292861856, 0.18232118318075485, 0.7611056664916632, 0.011853477995828254, 0.12337591754834099, 0.8234610086254488, 0.6070788348344742, 0.08176247173058804, 0.9321590755248143, 0.41498947172177414, 0.010747612658705274, 0.73236444819908, 0.9364128412962562, 0.13660785718231583, 0.16846151770211004, 0.3033751087499075, 0.4903566209245068, 0.793802009612997, 0.21772773122049127, 0.7341057749661576, 0.4159349976934832, 0.785266804605216, 0.2721988368482109, 0.946708500215227, 0.8951641803380154, 0.13380077502410714, 0.7081640042379853, 0.06519277856646777, 0.22008135386710748, 0.3023147164484534, 0.9930450444966946, 0.8452962033085434, 0.39679545664232496, 0.3340541309715166, 0.43169649885363404, 0.14815239385274304, 0.8015715702990838, 0.1963974979600962, 0.57892727937897, 0.5756566192481996, 0.5202060560528474, 0.7650137454755613, 0.8125694084574655, 0.8840643378483776, 0.4327561344554488, 0.7838185845204014, 0.7977616387944297, 0.8280676260114054, 0.19556575508232388, 0.49799252488834245, 0.4127330780652587, 0.7299645036494194, 0.917173318126445, 0.6371644679217459, 0.5859124935689108, 0.008923007314338371, 0.8404399610275975, 0.9832913360769339, 0.5956521674252535, 0.20372300968171841, 0.8279291534303079, 0.6633238370444653, 0.05053742935867844, 0.6447883911782978, 0.14839900489155433]",Technology,"['Legislation', 'Cannabis', 'Market Trends', 'Retail']","42.59782490, 1.65663770","Andorra, Canillo",Saturday,2024-04-10,2021-07-18 20:57:36.388291,2020-03-12 08:16:35.172898
N165,Regulatory Changes in the Cannabis Industry,NACB,https://example.com/regulatory-changes-in-the-cannabis-industry,Capital actually energy vote.,regulatory-changes-in-the-cannabis-industry,Auto,,Cultural public weight. Computer beat board over mention decision agree. Difficult fire find author.,Carrie Hendricks,https://picsum.photos/430/481,"[0.6227201851264952, 0.7342296627351498, 0.16368791039749941, 0.5426186177798784, 0.13437550944080656, 0.21649233167932214, 0.14465961627781032, 0.5824398142626915, 0.8035557809567285, 0.43089117470473826, 0.5800798504115671, 0.202474220121436, 0.09680772141448446, 0.4308344060564758, 0.8919623276108007, 0.412113054502543, 0.48851131947642834, 0.48125044985715004, 0.3540292974815763, 0.9424748261820634, 0.8016730944252334, 0.9765838773043876, 0.9896191234876776, 0.8512111652192106, 0.9890633182924407, 0.7012374550942952, 0.15702241215550328, 0.34181631125910783, 0.992264627617356, 0.7285445305999347, 0.8946613723967559, 0.8434459117162595, 0.25286163225988956, 0.10437979740807446, 0.5784665150802875, 0.7556160501580583, 0.4764822273618704, 0.7310640660158993, 0.6104259979387786, 0.6816611630016098, 0.07692157309631231, 0.6985316466949804, 0.18027468982445727, 0.36701909302387836, 0.9584986551250438, 0.4431246928885909, 0.72127424876006, 0.030058134407418557, 0.04240251278782803, 0.6452135200829779, 0.15131828634904632, 0.26261730830611774, 0.11818539827024122, 0.5249584297729206, 0.04999912409233109, 0.61971239363102, 0.0016919392557522839, 0.5745827605517463, 0.5314153804696413, 0.2496813938118383, 0.776305407581432, 0.8764451729004997, 0.7005588377741514, 0.6439664694534173, 0.07304427169946259, 0.4865377301175132, 0.9674912664531187, 0.06965737861459498, 0.6535244006064268, 0.0144971351336729, 0.032719708150823035, 0.6259886100853562, 0.6924277905301431, 0.7280818905115011, 0.018739533967269795, 0.6136093812059336, 0.4626904354765792, 0.27915346783135464, 0.6740910663003942, 0.4634178075204576, 0.6292170574998044, 0.3157676638005472, 0.6775981422123722, 0.5799879217281024, 0.9639113281264333, 0.650305875324409, 0.31870255243642376, 0.07598578383216525, 0.28264796465306663, 0.6684320515901953, 0.07992972348634064, 0.39007627626575136, 0.31797430444878794, 0.3626931541719446, 0.9467138441459348, 0.6296976308524354, 0.8891611669878648, 0.4741456684024645, 0.7573539873491374, 0.08813977501021042]",Technology,"['Market Trends', 'Health', 'Cultivation', 'Technology', 'Cannabis']","43.85125640, 18.29534420","Bosnia and Herzegovina, Sarajevo Canton",Friday,2024-01-12,2024-02-08 10:05:09.769382,2020-09-21 07:14:50.640031
N166,Breaking News: Major Cannabis Legislation Passed,NACB,https://example.com/breaking-news-major-cannabis-legislation-passed,Perform try cause role impact support.,breaking-news-major-cannabis-legislation-passed,Manual,,Would blood season turn box wish. After woman care activity vote.,Thomas Garcia,https://picsum.photos/346/31,"[0.21399247729324555, 0.4662656266118914, 0.5135066146838746, 0.6365406540961813, 0.5912738394265715, 0.8220010094830094, 0.5769691519915583, 0.13015703991217686, 0.6004054893911966, 0.26407766756408013, 0.3229165744423562, 0.12281516397767678, 0.8146691677672854, 0.7115362832195588, 0.4393877923702403, 0.9473380935206271, 0.23381217444242586, 0.3818827538968067, 0.6379427563982476, 0.5700753472199561, 0.19847102523967508, 0.09506490683960422, 0.8872642475695248, 0.7565427628702569, 0.7304760786223004, 0.7028738893790984, 0.4803885130007941, 0.8391605632064165, 0.24351520354752076, 0.642862420272841, 0.8412663634180872, 0.12906701176177426, 0.5303858113229597, 0.36914791469563024, 0.5581620181564585, 0.3764497787782928, 0.758158228921681, 0.5975145946533088, 0.38226062549340345, 0.8633780202690365, 0.6625499673426347, 0.42996195650857894, 0.8949638368665379, 0.26500921484412543, 0.8304081838014845, 0.4541803014349328, 0.157412487612558, 0.03419648061266467, 0.652306926012957, 0.6738027222226196, 0.9792573394276186, 0.3442526744784592, 0.3449644649557143, 0.9330465822063378, 0.12903874720638708, 0.15905560863656654, 0.7363802041388523, 0.612150974807685, 0.9040837678253807, 0.3814328955935511, 0.8209208182541498, 0.5177937187255496, 0.7152399268190857, 0.672816543304298, 0.34418849347479674, 0.6339243596475519, 0.846427773376838, 0.16280398170791643, 0.3546071349399311, 0.4952881974828681, 0.03269800517297328, 0.562429633756531, 0.7765954326295684, 0.1845934958392228, 0.7809624201875864, 0.4131585787115297, 0.22009869958416273, 0.011317718657920417, 0.228048001524644, 0.7054678993385488, 0.086505920718283, 0.01631862443698573, 0.6505077327580442, 0.842584956269621, 0.044956771747905466, 0.440694454976306, 0.24835207380654933, 0.08330501817733182, 0.3014912690230004, 0.8929322139008952, 0.8624360198401798, 0.5497747936423615, 0.3506510981474711, 0.5276635794884342, 0.14321060507456718, 0.01011285538042328, 0.3099579236936011, 0.445763699871338, 0.5768795365711809, 0.4537552390206404]",Cultivation,"['Health', 'Legislation']","53.72666830, -127.64762050","Canada, British Columbia",Friday,2024-03-14,2024-03-16 05:22:26.082997,2021-01-05 23:22:24.138152
N167,Innovations in Cannabis Extraction Methods,NACB,https://example.com/innovations-in-cannabis-extraction-methods,Past together describe mother simple.,innovations-in-cannabis-extraction-methods,Auto,,Out magazine property prepare unit fish half. Sort develop her brother state building trade. Realize executive figure than board.,Stephen Meza,https://picsum.photos/890/1020,"[0.6551889537924857, 0.5298606552411412, 0.8125629284242301, 0.16311790231553402, 0.19295224150094104, 0.3248542536292325, 0.3181437511271267, 0.3777783420710198, 0.4525163143830644, 0.678213415236247, 0.4843087258524278, 0.832167412478627, 0.612739875740918, 0.9723400478819105, 0.8082851943538204, 0.932176094375188, 0.9346604407619428, 0.68352161219093, 0.17902638847235774, 0.8399708561162132, 0.9698633153056906, 0.792477495349936, 0.16008919277062295, 0.5965624069266959, 0.8002818516873803, 0.5368200660248746, 0.9919551858835383, 0.3855532399694088, 0.8504932746104753, 0.2251418332659515, 0.6872188739993801, 0.5139553885702807, 0.10018050870642592, 0.8493767154969447, 0.4020005422553232, 0.012758291758239726, 0.13546932426801894, 0.5328508463729756, 0.21728034565456478, 0.9942003025392404, 0.7099999942994198, 0.0907759023096153, 0.8868036161341947, 0.2825599142569303, 0.24718073990353628, 0.39115483558887854, 0.35648027959285733, 0.6770471260899059, 0.8287469504626541, 0.37412590044711913, 0.2535895654125535, 0.5140682386408258, 0.8251039210559581, 0.34176689820328077, 0.40282419819507254, 0.43323767860721807, 0.13077089717869694, 0.5175706030776951, 0.9132974121042787, 0.22410354692969714, 0.925119630683276, 0.5139307618531004, 0.7467543247026039, 0.8600046475049477, 0.4496129531196812, 0.7623101552501471, 0.5406692134928052, 0.7848267377497378, 0.5461166083406668, 0.4653383959013784, 0.8305800409246125, 0.27037620859825506, 0.8148896767370931, 0.9114302874606669, 0.3701061059153513, 0.23258361286815865, 0.23979004750927613, 0.23465195282095008, 0.33644782344828106, 0.3660620456294016, 0.17860585954250907, 0.9641420046545001, 0.058494845866145395, 0.5907082059732056, 0.13004538686807554, 0.5989011481673946, 0.08658409869968087, 0.55858990578085, 0.7312533532041938, 0.7858731580015472, 0.3276103895374217, 0.9244733634737257, 0.2313200658226482, 0.33948738974694637, 0.08184389682027926, 0.2818588940026968, 0.5829264218830721, 0.8636475919756934, 0.19051214272154837, 0.10320000487156189]",Health,"['Market Trends', 'Legislation', 'Products']","-13.85137910, -172.03254010","Samoa, Aiga-i-le-Tai",Sunday,2024-02-12,2024-08-04 02:03:11.155182,2020-12-11 08:55:45.611522
N168,Top Cannabis Products to Watch This Year,NACB,https://example.com/top-cannabis-products-to-watch-this-year,Face without doctor travel necessary.,top-cannabis-products-to-watch-this-year,Manual,,Build only view cold. After lot simple next after. Fight expert something now treatment.,Aaron Reed,https://placekitten.com/364/764,"[0.9762367805366425, 0.7998691300058356, 0.09784217583564991, 0.9477088560336098, 0.029418607453694068, 0.5863817070509587, 0.8079515502146499, 0.019108729866663232, 0.39291089548472835, 0.6047263175612952, 0.9119310292926385, 0.14245790855973295, 0.9065548666285207, 0.24049791179359314, 0.41629063616504325, 0.01828677132313339, 0.7565985917553332, 0.08578205233906411, 0.7310351255057034, 0.48209387289091454, 5.94148043201459e-05, 0.11336990218240928, 0.6938773911485512, 0.9751983479589614, 0.22266215223634556, 0.4904270964473897, 0.6606741955492678, 0.7215290553938581, 0.19283439030206684, 0.21130094476763017, 0.07556375817488425, 0.11143288490857373, 0.6232548478659332, 0.9191992451364983, 0.8290262917542192, 0.41266079662559474, 0.3039854147723905, 0.07599035193527803, 0.8142598460453322, 0.0656029906043103, 0.33377730411720374, 0.9240449129184325, 0.28611495074429905, 0.6105752423435573, 0.3297998137205358, 0.2550769861221983, 0.12012831607818941, 0.49746188981013073, 0.4456876255617811, 0.48890627920549334, 0.9096564641051734, 0.13878409421767657, 0.5861028544585744, 0.22330071402495533, 0.011455322896097964, 0.22503677136118239, 0.8186417331146922, 0.8195195975501081, 0.8599724491036246, 0.6682812041375892, 0.8980425130382744, 0.7712868669358321, 0.8739786711741472, 0.5422626560562592, 0.31180887182265415, 0.9122672739537755, 0.4006287763441492, 0.979469425033184, 0.4522783114393242, 0.34284090506745757, 0.572384860108402, 0.8039215064947987, 0.26254284254945015, 0.4093982788755586, 0.4628909291863933, 0.9272989185049932, 0.02816736685545762, 0.31395552536161786, 0.8505065191430121, 0.03548470340048315, 0.6977258708660377, 0.22638202213382075, 0.3517641774016843, 0.3663400918245431, 0.7270621306827412, 0.8496849752405229, 0.8660808968701342, 0.051457011702461974, 0.684082680601582, 0.9626288474858111, 0.19947714669152983, 0.9557756038306903, 0.21091751219458443, 0.07920665311828112, 0.9178662824160956, 0.6491744497474867, 0.39148354114810846, 0.6716789761359192, 0.453902501888219, 0.8777385863059879]",Trends,"['Market Trends', 'Cannabis', 'Regulations']","-0.53400120, 166.91388730","Nauru, Aiwo District",Tuesday,2024-04-20,2024-05-09 10:02:30.068373,2021-10-19 06:39:02.514075
N169,Breaking News: Major Cannabis Legislation Passed,NACB,https://example.com/breaking-news-major-cannabis-legislation-passed,Will north question without edge.,breaking-news-major-cannabis-legislation-passed,Manual,,Computer available laugh member. Data truth maintain traditional party experience. Risk her perform management far audience gas.,Jessica Joseph,https://placekitten.com/601/363,"[0.4742944002244527, 0.6837816448438752, 0.16059007437862738, 0.29725407739746856, 0.41462108482013416, 0.4821988089767999, 0.6544468693117832, 0.47722868129676843, 0.17909541270600726, 0.5753682741064096, 0.8088860574842041, 0.655901934918276, 0.2737793653043088, 0.6208564017300442, 0.73031725671971, 0.4177585592637113, 0.907639259716399, 0.7233415135975821, 0.9202512988446222, 0.9358530416948718, 0.18348984671206248, 0.3781752248527396, 0.6155101915396587, 0.42975456242825694, 0.6685155008505557, 0.26201998578256824, 0.43901890405965216, 0.03711759653504143, 0.7915500831263887, 0.811066538595022, 0.3899638694833113, 0.22235276753124422, 0.10740532725251317, 0.8417277460728264, 0.48274897689207674, 0.36570036858897204, 0.5361335300153516, 0.30199366741581146, 0.1591030104437482, 0.04164748571423227, 0.27049804131444877, 0.024547563690766383, 0.9293028642890433, 0.5771207744064789, 0.7932737337053769, 0.07014115498187212, 0.026957160314339146, 0.5251924914124589, 0.38477954974506734, 0.6038308837160115, 0.5497051810079179, 0.06265281395795863, 0.6353335065760137, 0.4356108995512502, 0.8554088268228109, 0.8858867363523296, 0.13764732541777602, 0.7031079876574478, 0.7146499184652318, 0.6330851446766965, 0.5780074224075626, 0.7629021122270445, 0.8507060594780587, 0.2956509083320591, 0.3811330492476479, 0.2755451891699586, 0.9107413328849798, 0.012243913382233296, 0.7522408392352739, 0.7171100100828821, 0.768776987561459, 0.07123481613242366, 0.593340913591095, 0.07305036018391897, 0.4102696579441806, 0.007916313357608451, 0.04817564438680266, 0.8757719400883482, 0.18999027765306942, 0.42455126126771436, 0.35446928656779575, 0.3907768555549369, 0.6285908635864172, 0.7039920656846418, 0.3374191616927442, 0.8974095080313917, 0.06520357250411879, 0.7851661250499458, 0.21395826998590817, 0.5133214807651342, 0.2070055702135598, 0.2070220887211961, 0.806692847279192, 0.9982757007368516, 0.8475010974070881, 0.407562397514871, 0.2823036914384556, 0.41093081160370193, 0.410097741492213, 0.5426485926417317]",Market Analysis,"['Regulations', 'Legislation', 'Innovation']","None, None","Maldives, Central Province",Tuesday,2024-01-02,2020-08-09 03:59:46.247005,2020-03-22 16:47:18.769907
N170,Regulatory Changes in the Cannabis Industry,NACB,https://example.com/regulatory-changes-in-the-cannabis-industry,Wish fight hot office kind I bar main.,regulatory-changes-in-the-cannabis-industry,Manual,,Chance friend middle plant soon year record new. During year walk military.,Christina Smith,https://placekitten.com/30/97,"[0.6292120781012456, 0.4258154011475549, 0.5950588764692121, 0.4859260491204871, 0.9075609137600755, 0.9337840665855642, 0.07129964314931603, 0.5044023952693184, 0.6763259326469357, 0.1094646880190665, 0.6898861327963723, 0.4300283784314807, 0.4178982869998634, 0.8294259986843756, 0.18214285601205393, 0.7709942222179699, 0.8536691145058304, 0.7462420281859943, 0.08168394800775347, 0.7067685461246757, 0.22069540131018184, 0.6922726040218858, 0.5007513332948919, 0.9184488748076295, 0.5138143498195644, 0.8839017314742442, 0.4793545715279608, 0.7311877551091169, 0.3566096568871757, 0.4838545358803168, 0.7405694622178165, 0.3306487849067863, 0.818249126091283, 0.15446783565660038, 0.4369232388656419, 0.8662514873684455, 0.8988609567663931, 0.5063240525845535, 0.727467802799579, 0.38293725508980814, 0.1613815840385321, 0.9020644632998628, 0.7870762944263298, 0.32322259373107143, 0.8869974002557994, 0.490016406624765, 0.19636058096910014, 0.3037285251963612, 0.6360566649022937, 0.1358723610704985, 0.6386282535588831, 0.5594413827326222, 0.18720023952999687, 0.19499080186879447, 0.06372435040408819, 0.8704226217167966, 0.8433607735218019, 0.9534596192907615, 0.9603733914638799, 0.11791608867030945, 0.41909590723243884, 0.8704942180637815, 0.2519408738040294, 0.1979100017769062, 0.3069040874805733, 0.9769419583468524, 0.10465345965687867, 0.8087968137688653, 0.5269958397482521, 0.41696920498021994, 0.5550283686306554, 0.16124689901115175, 0.21860312979765717, 0.10361523135282913, 0.7619084856772722, 0.40865945530033165, 0.8411553963891122, 0.6751159306539198, 0.7000702563396308, 0.48793530861238954, 0.539283691086986, 0.3794344522242691, 0.8996663949231358, 0.04437167061407865, 0.8298843287115236, 0.6746869964754965, 0.8588859055995031, 0.09282617666244275, 0.5005861445005365, 0.1463956395045214, 0.3910057168544554, 0.7428741864674951, 0.9760331556728203, 0.5384850017036316, 0.40587756701258626, 0.47266050836605145, 0.4212364641989961, 0.8592932404836613, 0.5113215279974579, 0.1784987837220996]",Extraction,"['Market Trends', 'Cannabis']","-6.00000000, 71.50000000",British Indian Ocean Territory,Wednesday,2024-02-28,2024-04-18 20:17:09.022875,2020-07-13 00:21:48.328182
N171,Breaking News: Major Cannabis Legislation Passed,NACB,https://example.com/breaking-news-major-cannabis-legislation-passed,Democrat economy foreign difference.,breaking-news-major-cannabis-legislation-passed,Manual,,Word eight what.,Jason Burton,https://picsum.photos/727/193,"[0.4591040193617407, 0.48002687453005866, 0.3192000964112236, 0.5936628574283699, 0.004786070642953222, 0.04334437559223403, 0.8022877045009238, 0.5186300429557654, 0.8792533844135234, 0.9244271510717404, 0.06671148489660683, 0.8378663893446796, 0.5718754847308158, 0.43411707262064647, 0.8218718378920301, 0.5474891816701266, 0.629114297025238, 0.8789149809341507, 0.4614742221625132, 0.07492730877893605, 0.9818472705514617, 0.6143491151953654, 0.38030284999451114, 0.5810789898612384, 0.8115003235555353, 0.500045038799878, 0.6146486255090515, 0.7702254036457437, 0.984004080519286, 0.5358911105898837, 0.982747158828427, 0.7179110222986119, 0.62214506004208, 0.3221771102175143, 0.34364693330620755, 0.17741728154134095, 0.7860033313809065, 0.807482437974055, 0.5939059335435765, 0.3268060529524699, 0.52281271791183, 0.43739477601962773, 0.8294271291504911, 0.11613899675574502, 0.21254923307706142, 0.4440175907290884, 0.34539307794939766, 0.7886705526126361, 0.44147773350192887, 0.43994238740421787, 0.04411885803473348, 0.5028772363883841, 0.1945070045626408, 0.50133259281534, 0.4505166460392671, 0.8772931302440786, 0.5822137689198899, 0.44270576071547485, 0.21028467376231186, 0.42018999635270826, 0.6070833203565758, 0.8386474839602344, 0.652384616549884, 0.6881626113996097, 0.16023650762764918, 0.6991855603078635, 0.3821542263742437, 0.19615070449560223, 0.13036821924849407, 0.37462939326621003, 0.6773041607827872, 0.5201264571734666, 0.6979569737589011, 0.8835781258849016, 0.3544002271323873, 0.43166788681102974, 0.40867170076056236, 0.3098665764960129, 0.2803637294958319, 0.22138325172231843, 0.14228959304963862, 0.6867833097497889, 0.8031016931646192, 0.40582654946181196, 0.6372885402242565, 0.5949175233175971, 0.9642974947800399, 0.5296839109611176, 0.7674611758318212, 0.033876551417434064, 0.055154448344190365, 0.36129810627999626, 0.7343099772184285, 0.8832239399650029, 0.9230192769349232, 0.6410298007582745, 0.9256836362407587, 0.326510723348727, 0.9301545844546342, 0.5440224797477733]",Cultivation,"['Market Trends', 'Technology', 'Health']","38.57223530, -94.87912940","Malta, Paola",Sunday,2024-01-05,2020-05-01 01:14:43.440765,2023-01-28 01:53:47.139114
